db_id,query,question,hardness,lang
stock_vehicles,"SELECT
    vehicle_type,
    SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2014 THEN amount ELSE 0 END) -
    SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2013 THEN amount ELSE 0 END) AS hybrid_change,
    (SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2014 THEN amount ELSE 0 END) -
    SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2013 THEN amount ELSE 0 END)) * 100.0 / NULLIF(SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2013 THEN amount ELSE 0 END), 0) AS hybrid_percent_change
FROM spatial_unit AS su
    INNER JOIN stock_vehicles AS sv ON su.spatialunit_uid = sv.spatialunit_uid
WHERE
    su.name ILIKE 'Basel'
    AND su.municipal = 'True' AND fuel_type ILIKE '%hybrid%'
    AND (year = 2013 OR year = 2014)
GROUP BY
    vehicle_type;
"," What is the percent change in the number of hybrid cars change in the city of Basel between 2013 and 2014?
",unknown,en
stock_vehicles,"SELECT
    su.name AS city,
    SUM(sv.amount) AS total_agricultural_vehicles
FROM spatial_unit AS su
    INNER JOIN stock_vehicles AS sv ON su.spatialunit_uid = sv.spatialunit_uid
WHERE
    sv.vehicle_type ILIKE '%agricultural%'
    AND su.canton = 'True'
GROUP BY
    su.name
ORDER BY
    total_agricultural_vehicles DESC
LIMIT 1;
"," What canton has the most agricultural vehicles across all years?
",unknown,en
stock_vehicles,"SELECT
    su.name AS canton,
    SUM(CASE WHEN sv.vehicle_type ILIKE '%agricultural%' THEN sv.amount ELSE 0 END) AS total_agricultural_vehicles,
    SUM(CASE WHEN sv.vehicle_type ILIKE '%passenger transportation%' THEN sv.amount ELSE 0 END) AS total_passenger_vehicles,
    (SUM(CASE WHEN sv.vehicle_type ILIKE '%agricultural%' THEN sv.amount ELSE 0 END) * 1.0 / NULLIF(SUM(CASE WHEN sv.vehicle_type ILIKE '%passenger transportation%' THEN sv.amount ELSE 0 END), 0)) AS ratio_agricultural_to_passenger
FROM spatial_unit AS su
INNER JOIN stock_vehicles AS sv
ON su.spatialunit_uid = sv.spatialunit_uid
WHERE sv.year = 2010
    AND su.canton = 'True'
GROUP BY su.name
ORDER BY ratio_agricultural_to_passenger DESC
LIMIT 5;
"," What are the 5 cantons with the most agricultural vehicles per passenger transportation vehicle in 2010?
",unknown,en
stock_vehicles,"SELECT
    fuel_type,
    SUM(amount) AS total_amount
FROM stock_vehicles WHERE vehicle_type ILIKE '%motorcycle%'
    AND fuel_type != 'total'
GROUP BY fuel_type
ORDER BY total_amount DESC
LIMIT 1;
"," What fuel type is most frequently used for motorcycles?
",unknown,en
stock_vehicles,"SELECT SUM(amount) AS total_diesel_industrial_vehicles
FROM spatial_unit AS su
INNER JOIN stock_vehicles AS sv ON su.spatialunit_uid = sv.spatialunit_uid
WHERE su.name = 'Switzerland'
    AND sv.vehicle_type = 'industrial vehicles'
    AND sv.fuel_type = 'Diesel'
    AND sv.year = 2013;"," How many diesel industrial vehicles were there in Switzerland in 2013?
",unknown,en
baby_names_favorite_firstname,"SELECT amount, rank
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2014
    AND bnff.gender = 'girl'
    AND bnff.first_name = 'Lena'
    AND su.name = 'Switzerland'
    AND su.country = 'TRUE';
"," How many girls borned in 2014 in Switzeland is named as Lena. Return me the rank as well.
",extra,en
baby_names_favorite_firstname,"SELECT first_name, gender, amount, rank
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2016 and gender = 'girl' AND su.country = ''True'' AND su.name = 'Switzerland'
ORDER BY bnff.amount DESC LIMIT 1;
"," Show me the most popular names of girls in Switzerland in 2016.
",unknown,en
baby_names_favorite_firstname,"SELECT sum(amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2011 AND gender = 'boy' AND su.name ilike '%valais%' AND su.canton = 'TRUE';
"," How many boys were registered in Canton Valais in year 2011?
",unknown,en
baby_names_favorite_firstname,"SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.name ilike '%Zug%' and su.canton = 'TRUE'
ORDER BY bnff.first_name;
"," Please list all registered baby names in Canton Zug in all years. Return me the result in order of alphabets.
",unknown,en
baby_names_favorite_firstname,"SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.name ilike '%Switzerland%' and su.country = 'TRUE' and gender = 'girl'
intersect
SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.name ilike '%Switzerland%' and su.country = 'TRUE' and gender = 'boy';
"," Show me all registered gender-universal names in Switzerland.
",unknown,en
baby_names_favorite_firstname,"SELECT sum(bnff.amount), su.name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'girl' and bnff.year = 2011
GROUP BY su.name
ORDER BY sum(bnff.amount) DESC LIMIT 1;
"," Which canton has most borned girls registed in 2011?
",extra,en
baby_names_favorite_firstname,"SELECT sum(bnff.amount), su.name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'boy' and bnff.year = 2011
GROUP BY su.name
ORDER BY sum(bnff.amount) LIMIT 1;
"," Which canton has least borned boys registed in 2011?
",extra,en
baby_names_favorite_firstname,"SELECT bnff.first_name, bnff.year
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and su.name ilike '%Zug%' and bnff.gender = 'boy' and bnff.year > 2012 and bnff.rank = 1
ORDER BY bnff.year;
"," Show me the top one ranking boy names for each year after 2012 in canton Zug. Fetch me the result in an ascending order of the year.
",unknown,en
baby_names_favorite_firstname,"SELECT bnff.first_name, bnff.year, bnff.amount
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and su.name ilike '%Vaud%'  and bnff.gender = 'girl' and bnff.amount > 50
ORDER BY bnff.year;
"," All names that have been utilized by over 50 baby girls in canton Vaud. Please order the results by year.
",unknown,en
baby_names_favorite_firstname,"SELECT DISTINCT COUNT(bnff.first_name)
FROM baby_names_favorite_firstname as bnff;
"," How many baby names were registered?
",easy,en
baby_names_favorite_firstname,"SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff;
"," Show me all registered names in records.
",easy,en
baby_names_favorite_firstname,"SELECT bnff.first_name, su.name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'boy' and bnff.year = 2014 and bnff.rank = 1;;
"," Show me all top-1 ranked boy names for in each canton in year 2014.
",extra,en
baby_names_favorite_firstname,"SELECT bnff.year, sum(bnff.amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE'
group by bnff.year
ORDER BY sum(bnff.amount) LIMIT 1;
"," Which year has the least registered baby names for all cantons?
",extra,en
baby_names_favorite_firstname,"SELECT bnff.year, sum(bnff.amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE'
group by bnff.year
ORDER BY sum(bnff.amount) DESC LIMIT 1;
"," Which year has the most registered baby names for all cantons?
",extra,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.year, T.age_class_wife, sum(T.amount) as total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Zurich%'
AND T.year = 2020
AND S.canton = 'True'
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = '20-29 years'
GROUP BY S.name, T.year, T.age_class_wife;
"," How many women divorced at age between 20 and 29 in canton zurich in 2020?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2015
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton
GROUP BY S.name, T.year
ORDER BY total_divorces DESC
LIMIT 1;
"," Which Kanton had the most divorces in 2015?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, S.name, sum(T.amount) as total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = s.spatialunit_uid
WHERE S.country
AND T.year = '2000'
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
GROUP BY S.name, T.year;
"," How many couples were divorced in Switzerland in the year 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.age_class_husband, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband != 'Age class of husband - total'
AND S.country
GROUP BY T.age_class_husband
ORDER BY total_divorces DESC
LIMIT 1;
"," What was the prominent age for men that divorced in Switzerland in 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.age_class_wife, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife != 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.age_class_wife
ORDER BY total_divorces DESC
LIMIT 1;
"," What was the prominent age for women that divorced in Switzerland in 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE (T.year = 2019 OR T.year = 2020)
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year
ORDER BY T.year DESC;
"," Did 2020 have more divorces than 2019?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, S.spatialunit_ontology, T.year, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM divorces_duration_of_marriage_age_classes AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE T.year = 2015
AND T.duration_of_marriage != 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.name ilike '%basel%'
GROUP BY T.year, T.duration_of_marriage, S.spatialunit_ontology, S.name;
"," How many divorces happened in Basel in 2015 and after how many years of marriage?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2020
AND T.duration_of_marriage = '0-4 years'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton
GROUP BY S.name, T.duration_of_marriage
ORDER BY total_divorces DESC
LIMIT 1;
"," Which Kanton had the most divorces after only a short marriage in 2020?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2020
AND T.duration_of_marriage = '20 years or more'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton
GROUP BY S.name, T.duration_of_marriage
ORDER BY total_divorces DESC
LIMIT 1;
"," Which Kanton had the most divorces after only a very long marriage in 2020?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 1990
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year
ORDER BY T.year;
"," How did the amount of divorces in Switzerland develop since 1990?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, T.duration_of_marriage, T.amount AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 1990
AND T.duration_of_marriage != 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year, T.duration_of_marriage, T.amount
ORDER BY T.year, T.duration_of_marriage;
"," Which Canton had the least divorces in 2002?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.age_class_husband, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = '90 years or older'
AND T.age_class_wife = 'Age class of wife - total'
AND S.country
GROUP BY S.name, T.age_class_husband
ORDER BY total_divorces ASC
LIMIT 1;
"," Did any men divorce at an age of 90 or above in Switzerland in 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.age_class_husband, T.age_class_wife, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND ((T.age_class_husband = '90 years or older'
          AND T.age_class_wife = 'Age class of wife - total')
        OR (T.age_class_wife = '90 years or older'
         AND T.age_class_husband = 'Age class of husband - total'))
AND S.country
GROUP BY S.name, T.age_class_husband, T.age_class_wife
ORDER BY total_divorces ASC;
"," Did any person divorce at an age of 90 or above in Switzerland since 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2003
AND (T.duration_of_marriage = '10-14 years'
         OR T.duration_of_marriage = '15-19 years'
         OR T.duration_of_marriage = '20 years or more')
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton AND S.name ilike '% Uri%'
GROUP BY S.name, T.duration_of_marriage
ORDER BY T.duration_of_marriage DESC;"," In Canton Uri how many marriages where divorced in 2003 after more than 10 years?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT duration_of_marriage, SUM(amount) AS total_divorces
FROM divorces_duration_of_marriage_citizenship_categories WHERE duration_of_marriage != 'Duration of marriage - total'
GROUP BY duration_of_marriage
ORDER BY total_divorces DESC
LIMIT 1;
"," At what duration of marriage do most divorces occur?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT AVG(total) as average_divorces_per_year
FROM (
  SELECT year, SUM(amount) as total
  FROM divorces_duration_of_marriage_citizenship_categories JOIN spatial_unit su on divorces_duration_of_marriage_citizenship_categories.spatialunit_uid = su.spatialunit_uid
  WHERE year BETWEEN 1990 AND 2000
    AND su.spatialunit_uid = '0_CH'
    AND duration_of_marriage = 'Duration of marriage - total'
    AND citizenship_category_husband = 'Switzerland'
    AND citizenship_category_wife = 'Switzerland'
  GROUP BY year
) as subquery;
"," What is the average number of divorces per year between 1990 and 2000 in Switzerland among Swiss couples?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT SUM(amount)
FROM divorces_duration_of_marriage_citizenship_categories JOIN spatial_unit su on divorces_duration_of_marriage_citizenship_categories.spatialunit_uid = su.spatialunit_uid
WHERE year = 2001
  AND su.spatialunit_uid = '0_CH'
  AND duration_of_marriage = '0-4 years'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland';
"," How many divorces occurred in Switzerland in 1995 between Swiss couples who were married for less than 5 years?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT su.spatialunit_uid, SUM(amount) as total
FROM divorces_duration_of_marriage_citizenship_categories join spatial_unit su on divorces_duration_of_marriage_citizenship_categories.spatialunit_uid = su.spatialunit_uid
WHERE year = 1995
  AND (su.spatialunit_uid = '1_A.ADM1' OR su.spatialunit_uid = '25_A.ADM1')
  AND duration_of_marriage = 'Duration of marriage - total'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland'
GROUP BY su.spatialunit_uid;
"," How did the total number of divorces between Swiss couples compare between the cantons of Zurich and Geneva in the year 1995?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"WITH zurich AS (
  SELECT year, SUM(amount) as total
  FROM divorces_duration_of_marriage_citizenship_categories AS d
  JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
  WHERE year BETWEEN 1990 AND 2000
    AND su.spatialunit_uid = '1_A.ADM1'
    AND duration_of_marriage = 'Duration of marriage - total'
    AND citizenship_category_husband = 'Switzerland'
    AND citizenship_category_wife = 'Switzerland'
  GROUP BY year
),
geneva AS (
  SELECT year, SUM(amount) as total
  FROM divorces_duration_of_marriage_citizenship_categories AS d
  JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
  WHERE year BETWEEN 1990 AND 2000
    AND su.spatialunit_uid = '25_A.ADM1'
    AND duration_of_marriage = 'Duration of marriage - total'
    AND citizenship_category_husband = 'Switzerland'
    AND citizenship_category_wife = 'Switzerland'
  GROUP BY year
)
SELECT z.year
FROM zurich AS z
JOIN geneva AS g ON z.year = g.year
WHERE z.total > g.total;
"," In which year between 1990 and 2000 did the canton of zurich have more divorces between Swiss couples than the canton of geneva?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT su.name, SUM(amount) AS total_divorces
FROM divorces_duration_of_marriage_citizenship_categories AS d
JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
WHERE year = 2000
  AND su.spatialunit_uid LIKE '%_A.ADM1'
  AND (citizenship_category_husband = 'Foreign country' OR citizenship_category_wife = 'Foreign country')
GROUP BY su.name
ORDER BY total_divorces ASC
LIMIT 1;
"," Which canton had the least divorces in 2000 between couples where at least one partner is a foreigner?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT su.name, SUM(amount) AS total_divorces
FROM divorces_duration_of_marriage_citizenship_categories AS d
JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
WHERE duration_of_marriage = '10-14 years'
  AND year = 1995
  AND su.spatialunit_uid LIKE '%_A.ADM3'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland'
GROUP BY su.name
ORDER BY total_divorces DESC
LIMIT 1;
"," In 1995, which municipality had the highest number of divorces between Swiss couples who were married for 10-14 years?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT COUNT(*) AS number_of_municipalities
FROM (
    SELECT su.name, SUM(d.amount) as total_divorces
    FROM divorces_duration_of_marriage_citizenship_categories AS d
    JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
    WHERE d.year = 2012
      AND d.duration_of_marriage = 'Duration of marriage - total'
      AND su.spatialunit_uid LIKE '%_A.ADM3'
      AND d.citizenship_category_husband = 'Switzerland'
      AND d.citizenship_category_wife = 'Switzerland'
    GROUP BY su.name
) AS subquery
WHERE total_divorces = (
    SELECT MIN(total_divorces)
    FROM (
        SELECT su.name, SUM(d.amount) as total_divorces
        FROM divorces_duration_of_marriage_citizenship_categories AS d
        JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
        WHERE d.year = 2012
          AND d.duration_of_marriage = 'Duration of marriage - total'
          AND su.spatialunit_uid LIKE '%_A.ADM3'
          AND d.citizenship_category_husband = 'Switzerland'
          AND d.citizenship_category_wife = 'Switzerland'
        GROUP BY su.name
    ) AS inner_subquery
);
"," How many municipalites had zero/the least amount of divorces between swiss couples in the year 2012?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT duration_of_marriage, SUM(amount) AS total_divorces
FROM divorces_duration_of_marriage_citizenship_categories WHERE spatialunit_uid = '0_CH'
  AND duration_of_marriage != 'Duration of marriage - total'
GROUP BY duration_of_marriage
ORDER BY total_divorces DESC
LIMIT 1;
"," at which duration of marriage most marriages end in divorce across the entire country for all citizenships?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT innerrhoden.year, innerrhoden.total_divorces AS innerrhoden_divorces, ausserrhoden.total_divorces AS ausserrhoden_divorces
FROM (
    SELECT year, SUM(amount) AS total_divorces
    FROM divorces_duration_of_marriage_citizenship_categories WHERE spatialunit_uid = '16_A.ADM1'
      AND duration_of_marriage = 'Duration of marriage - total'
      AND year BETWEEN 2000 AND 2015
    GROUP BY year
) AS innerrhoden
JOIN (
    SELECT year, SUM(amount) AS total_divorces
    FROM divorces_duration_of_marriage_citizenship_categories WHERE spatialunit_uid = '15_A.ADM1'
      AND duration_of_marriage = 'Duration of marriage - total'
      AND year BETWEEN 2000 AND 2015
    GROUP BY year
) AS ausserrhoden ON innerrhoden.year = ausserrhoden.year
WHERE innerrhoden.total_divorces > ausserrhoden.total_divorces;
"," Is there a year where the Canton of Appenzell Innerrhoden had more divorces than the canton of Appenzell Ausserrhoden (in the years 2000 between 2015)?	""
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"WITH swiss AS (
  SELECT year,
         SUM(amount) AS swiss_divorces
  FROM divorces_duration_of_marriage_citizenship_categories WHERE duration_of_marriage = 'Duration of marriage - total'
    AND citizenship_category_husband = 'Switzerland'
    AND citizenship_category_wife = 'Switzerland'
    AND year BETWEEN 1996 AND 2017
    AND spatialunit_uid = '18_A.ADM1'
  GROUP BY year
),
not_swiss AS (
  SELECT year,
         SUM(amount) AS not_swiss_divorces
  FROM divorces_duration_of_marriage_citizenship_categories WHERE duration_of_marriage = 'Duration of marriage - total'
    AND (citizenship_category_husband = 'Foreign country' OR citizenship_category_wife = 'Foreign country')
    AND year BETWEEN 1996 AND 2017
    AND spatialunit_uid = '18_A.ADM1'
  GROUP BY year
)
SELECT swiss.year,
       COALESCE(swiss.swiss_divorces, 0) AS swiss_divorces,
       COALESCE(not_swiss.not_swiss_divorces, 0) AS not_swiss_divorces,
       ABS(100.0 * COALESCE(swiss.swiss_divorces, 0) / (COALESCE(swiss.swiss_divorces, 0) + COALESCE(not_swiss.not_swiss_divorces, 0))
          - 100.0 * COALESCE(not_swiss.not_swiss_divorces, 0) / (COALESCE(swiss.swiss_divorces, 0) + COALESCE(not_swiss.not_swiss_divorces, 0)))
           AS percentage_difference
FROM swiss JOIN not_swiss ON swiss.year = not_swiss.year
ORDER BY percentage_difference DESC
LIMIT 1;
"," In which year between 1996 and 2017 did the canton of Graubünden experience the biggest difference in the percentage of total divorces between Swiss couples and couples where at least one partner was not Swiss?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT su.name, sum(amount) as total_divorces
FROM divorces_duration_of_marriage_citizenship_categories AS div
JOIN spatial_unit AS su ON div.spatialunit_uid = su.spatialunit_uid
WHERE year = 2010
  AND duration_of_marriage = '5-9 years'
  AND (citizenship_category_husband = 'Foreign country' OR citizenship_category_wife = 'Foreign country')
  AND su.spatialunit_uid LIKE '%_A.ADM3'
GROUP BY su.name
ORDER BY total_divorces DESC
LIMIT 1;
"," In 2010, which municipality had the highest number of divorces between couples who were married for 5-9 years and at least one partner was not Swiss?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"SELECT year, sum(amount) as total_divorces
FROM divorces_duration_of_marriage_citizenship_categories AS div
JOIN spatial_unit AS su ON div.spatialunit_uid = su.spatialunit_uid
WHERE su.spatialunit_uid = '22_A.ADM1'
  AND duration_of_marriage = '15-19 years'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland'
GROUP BY year
ORDER BY total_divorces DESC
LIMIT 1;
"," In which year did the canton of Vaud experience the highest number of divorces between Swiss couples who were married for 15-19 years?
",unknown,en
divorces_duration_of_marriage_citizenship_categories,"WITH yearly_totals AS (
  SELECT year, su.name, sum(amount) as total_divorces
  FROM divorces_duration_of_marriage_citizenship_categories AS div
  JOIN spatial_unit AS su ON div.spatialunit_uid = su.spatialunit_uid
  WHERE year BETWEEN 2000 AND 2020
    AND duration_of_marriage = 'Duration of marriage - total'
    AND su.spatialunit_uid LIKE '%_A.ADM3'
  GROUP BY year, su.name
),
year_2000 AS (
  SELECT name, total_divorces
  FROM yearly_totals WHERE year = 2000
),
year_2020 AS (
  SELECT name, total_divorces
  FROM yearly_totals WHERE year = 2020
)
SELECT year_2000.name, (year_2020.total_divorces - year_2000.total_divorces) as divorce_increase
FROM year_2000 JOIN year_2020 ON year_2000.name = year_2020.name
ORDER BY divorce_increase DESC
LIMIT 1;"," Over the years 2000 to 2020, which Swiss municipality experienced the largest increase in total divorces, regardless of citizenship status and duration of marriage?
",unknown,en
marriage_citizenship,"SELECT  T2.name,T1.citizenship_category_wife,T1.citizenship_category_husband,T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' and T1.year = 2018 and T1.citizenship_category_husband = 'Switzerland' and T1.citizenship_category_wife = 'Foreign country'
ORDER BY  T1.amount ASC
LIMIT 10;
"," In which region are the fewest marriages recorded between Swiss men and foreign women?
",extra,en
marriage_citizenship,"SELECT  T2.name,T1.citizenship_category_wife,T1.citizenship_category_husband,T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.name ilike '%Reichenbach im Kandertal%' and T1.year = 2020 and T1.citizenship_category_husband = 'Foreign country' and T1.citizenship_category_wife = 'Foreign country';
"," What is the number of marriages in Reichenbach im Kandertal in 2020 where both the wife and husband are citizens of foreign countries?
",unknown,en
