db_id,question,query,generated_query,res_gt,res_pred,hard_label,soft_label,partial_label,hardness,lang,process_time
baby_names_favorite_firstname,Show me all top-1 ranked girl names for in each canton in year 2016. Return me the amount and year as well.,"SELECT bnff.first_name, su.name, bnff.amount, bnff.year
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'girl' and bnff.year = 2016 and bnff.rank = 1;","SELECT b.amount, b.year, b.first_name
FROM experiment.baby_names_favorite_firstname b
JOIN experiment.spatial_unit s ON b.spatialunit_uid = s.spatialunit_uid
WHERE b.gender = 'girl' AND b.rank = 1 AND b.year = 2016 AND s.canton = true","[('Emma', 'Canton of Fribourg', Decimal('18'), 2016), ('Mia', 'Canton Thurgau', Decimal('20'), 2016), ('Mia', 'Canton Jura', Decimal('6'), 2016), ('Sofia', 'Canton Ticino', Decimal('29'), 2016), ('Emma', 'Canton of Solothurn', Decimal('21'), 2016), ('Emma', 'Canton Vaud', Decimal('46'), 2016), ('Elena', 'Canton of Bern', Decimal('59'), 2016), ('Emma', 'Canton Valais', Decimal('25'), 2016), ('Emma', 'Canton Neuchâtel', Decimal('13'), 2016), ('Emma', 'Canton Geneva', Decimal('38'), 2016)]","[(Decimal('20'), 2016, 'Mia'), (Decimal('18'), 2016, 'Emma'), (Decimal('21'), 2016, 'Emma'), (Decimal('46'), 2016, 'Emma'), (Decimal('25'), 2016, 'Emma'), (Decimal('13'), 2016, 'Emma'), (Decimal('38'), 2016, 'Emma'), (Decimal('88'), 2016, 'Mia'), (Decimal('36'), 2016, 'Mia'), (Decimal('17'), 2016, 'Mia')]",False,False,True,extra,en,11.03570049116388
baby_names_favorite_firstname,How many girls new borned with name initial L from canton Zurich in 2016?,"SELECT sum(amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2016 AND gender = 'girl' AND su.canton = ''True''
AND su.name ilike '%zurich%' AND bnff.first_name ilike 'l%';","SELECT COUNT(*) 
FROM experiment.baby_names_favorite_firstname AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE b.gender = 'girl' 
AND b.first_name LIKE 'L%' 
AND s.name = 'Zurich' 
AND b.year = 2016","[('Error', '(psycopg2.errors.SyntaxError) syntax error at or near ""True""\nLINE 4: ...ERE year = 2016 AND gender = \'girl\' AND su.canton = \'\'True\'\'\n                                                                 ^\n\n[SQL: SELECT sum(amount)\nFROM baby_names_favorite_firstname as bnff\nJOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid\nWHERE year = 2016 AND gender = \'girl\' AND su.canton = \'\'True\'\'\nAND su.name ilike \'%%zurich%%\' AND bnff.first_name ilike \'l%%\';]\n(Background on this error at: https://sqlalche.me/e/14/f405)')]","[(0,)]",False,False,False,extra,en,5.707186178071424
baby_names_favorite_firstname,Show me the top one ranking girl names from year 2010 in Switzerland.,"SELECT bnff.first_name, bnff.year
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.country = 'TRUE' and su.name ilike '%Switzerland%' and bnff.gender = 'girl'
and bnff.year >= 2010 and bnff.rank = 1
ORDER BY bnff.year;","SELECT first_name
FROM experiment.baby_names_favorite_firstname
WHERE gender = 'girl' AND year = 2010
ORDER BY rank
LIMIT 1;","[('Lara', 2010), ('Emma', 2011), ('Emma', 2012), ('Mia', 2013), ('Emma', 2014), ('Mia', 2015), ('Mia', 2016), ('Emma', 2017), ('Emma', 2018), ('Mia', 2019)]","[('Lidia',)]",False,False,False,extra,en,3.136076798895374
divorces_duration_of_marriage_age_classes,How many divorces were there in canton zurich in 2020?,"SELECT S.name, T.year, sum(T.amount) as total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Zurich%'
AND T.year = 2020
AND S.canton = 'True'
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
GROUP BY S.name, T.year;","SELECT SUM(amount) AS total_divorces
FROM experiment.divorces_duration_of_marriage_age_classes d
JOIN experiment.spatial_unit s ON d.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Zurich' AND d.year = 2020;","[('Canton of Zurich', 2020, 2823)]","[(None,)]",False,False,False,extra,en,6.946995536796749
divorces_duration_of_marriage_age_classes,Did any people divorce at an age of 70 or above in Switzerland in 2000?,"SELECT S.name, T.age_class_husband, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND (T.age_class_husband = '90 years or older' OR T.age_class_husband = '70-79 years')
AND T.age_class_wife = 'Age class of wife - total'
AND S.country
GROUP BY S.name, T.age_class_husband;","SELECT COUNT(*) FROM experiment.divorces_duration_of_marriage_age_classes
WHERE age_class_husband = '70 years or more' OR age_class_wife = '70 years or more'
AND spatialunit_uid LIKE '%_CH'
AND year = 2000;","[('Switzerland', '70-79 years', 119), ('Switzerland', '90 years or older', 0)]","[(0,)]",False,False,False,unknown,en,7.177828123094514
divorces_duration_of_marriage_age_classes,Which year between 1990 and 2000 had the least divorces in Stadt Basel?,"SELECT S.name, T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 1990
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.country
GROUP BY S.name, T.year
ORDER BY T.year;","SELECT year, MIN(amount) AS least_divorces
FROM experiment.divorces_duration_of_marriage_age_classes
WHERE spatialunit_uid = '11_A.ADM1' AND year BETWEEN 1990 AND 2000
GROUP BY year
ORDER BY least_divorces
LIMIT 1;","[('Switzerland', 1990, 13184), ('Switzerland', 1991, 13628), ('Switzerland', 1992, 14530), ('Switzerland', 1993, 15054), ('Switzerland', 1994, 15634), ('Switzerland', 1995, 15703), ('Switzerland', 1996, 16172), ('Switzerland', 1997, 17073), ('Switzerland', 1998, 17868), ('Switzerland', 1999, 20809)]","[(1990, 0)]",False,False,False,unknown,en,10.30435700318776
divorces_duration_of_marriage_age_classes,How many men divorced at an age between 60 and 69 in canton zurich in 2020?,"SELECT S.name, T.year, T.age_class_husband, sum(T.amount) AS total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Zurich%'
AND T.year = 2020
AND S.canton = 'True'
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = '60-69 years'
AND T.age_class_wife = 'Age class of wife - total'
GROUP BY S.name, T.year, T.age_class_husband;","SELECT COUNT(*) 
FROM experiment.divorces_duration_of_marriage_age_classes AS d
JOIN experiment.spatial_unit AS s ON d.spatialunit_uid = s.spatialunit_uid
WHERE d.age_class_husband = '60-69 years' 
AND s.name = 'Zurich' 
AND d.year = 2020","[('Canton of Zurich', 2020, '60-69 years', 323)]","[(0,)]",False,False,False,extra,en,5.4531119000166655
divorces_duration_of_marriage_age_classes,From 2000 to 2022 which year saw the most divorces in Switzerland?,"SELECT T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 2000
AND T.year <= 2022
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year
ORDER BY total_divorces DESC
LIMIT 1;","SELECT year, SUM(amount) AS total_divorces
FROM experiment.divorces_duration_of_marriage_age_classes
WHERE year BETWEEN 2000 AND 2022
GROUP BY year
ORDER BY total_divorces DESC
LIMIT 1;","[(2010, 22081)]","[(2010, 353296)]",False,False,False,extra,en,7.262186920037493
divorces_duration_of_marriage_age_classes,How many marriages in Switzerland got divorced after less then 5 years in 2000?,"SELECT sum(amount) AS total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = s.spatialunit_uid
WHERE S.country
AND T.year = '2000'
AND T.duration_of_marriage = '0-4 years'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total';","SELECT COUNT(*) 
FROM experiment.divorces_duration_of_marriage_age_classes AS d
JOIN experiment.spatial_unit AS s ON d.spatialunit_uid = s.spatialunit_uid
WHERE d.duration_of_marriage = 'Less than 5 years' 
AND d.year = 2000
AND s.country = true;","[(1645,)]","[(0,)]",False,False,False,extra,en,8.90636919089593
divorces_duration_of_marriage_citizenship_categories,What is the total number of divorces for Swiss couples where the duration of the marriage was 20 years or more in 1994?,"SELECT SUM(amount)
FROM divorces_duration_of_marriage_citizenship_categories WHERE year = 1994
  AND duration_of_marriage = '20 years or more'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland';","SELECT SUM(amount) AS total_divorces
FROM experiment.divorces_duration_of_marriage_citizenship_categories
WHERE citizenship_category_husband = 'Switzerland'
AND citizenship_category_wife = 'Switzerland'
AND duration_of_marriage = '20 years or more'
AND year = 1994;","[(6521,)]","[(6521,)]",True,True,True,medium,en,4.717108788900077
divorces_duration_of_marriage_citizenship_categories,What are the top 5 cantons with the highest number of divorces in 1994 for Swiss couples?,"SELECT su.name, SUM(div.amount) as total
FROM divorces_duration_of_marriage_citizenship_categories AS div
JOIN spatial_unit AS su on div.spatialunit_uid = su.spatialunit_uid
WHERE div.year = 1994
  AND div.duration_of_marriage = 'Duration of marriage - total'
  AND div.citizenship_category_husband = 'Switzerland'
  AND div.citizenship_category_wife = 'Switzerland'
  AND su.name LIKE '%Canton%'
GROUP BY su.name
ORDER BY total DESC
LIMIT 5;","SELECT spatialunit_uid
FROM experiment.divorces_duration_of_marriage_citizenship_categories
WHERE year = 1994
AND citizenship_category_husband = 'Switzerland'
AND citizenship_category_wife = 'Switzerland'
ORDER BY amount DESC
LIMIT 5;","[('Canton of Zurich', 2275), ('Canton of Bern', 1441), ('Canton Vaud', 1012), ('Canton Aargau', 807), ('Canton of St. Gallen', 696)]","[('504_A.ADM2',), ('248_A.ADM2',), ('1104_A.ADM2',), ('1103_A.ADM2',), ('316_A.ADM2',)]",False,False,False,extra,en,5.020766401896253
divorces_duration_of_marriage_citizenship_categories,In which year between 1990 and 2000 did the Canton of Zurich have the highest number of divorces between Swiss couples?,"SELECT year, SUM(amount) as total
FROM divorces_duration_of_marriage_citizenship_categories join spatial_unit su on divorces_duration_of_marriage_citizenship_categories.spatialunit_uid = su.spatialunit_uid
WHERE year BETWEEN 2000 AND 2010
  AND su.spatialunit_uid = '1_A.ADM1'
  AND duration_of_marriage = 'Duration of marriage - total'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland'
GROUP BY year
ORDER BY total DESC
LIMIT 1;","SELECT year
FROM experiment.divorces_duration_of_marriage_citizenship_categories
WHERE citizenship_category_husband = 'Switzerland'
AND citizenship_category_wife = 'Switzerland'
AND spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE name = 'Zurich'
    AND canton = true
)
AND year BETWEEN 1990 AND 2000
GROUP BY year
ORDER BY SUM(amount) DESC
LIMIT 1;","[(2005, 2485)]",[],False,False,False,extra,en,16.08363787108101
divorces_duration_of_marriage_citizenship_categories,"In 1995, which municipality had the lowest number of divorces between Swiss couples who were married for 10-14 years?","SELECT su.name, SUM(amount) AS total_divorces
FROM divorces_duration_of_marriage_citizenship_categories AS d
JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
WHERE duration_of_marriage = '10-14 years'
  AND year = 1995
  AND su.spatialunit_uid LIKE '%_A.ADM3'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland'
GROUP BY su.name
ORDER BY total_divorces ASC
LIMIT 1;","SELECT spatialunit_uid
FROM experiment.divorces_duration_of_marriage_citizenship_categories
WHERE year = 1995
AND citizenship_category_husband = 'Switzerland'
AND citizenship_category_wife = 'Switzerland'
AND duration_of_marriage = '10-14 years'
ORDER BY amount ASC
LIMIT 1;","[('Aarburg', 0)]","[('5492_A.ADM3',)]",False,False,False,extra,en,6.146742282900959
divorces_duration_of_marriage_citizenship_categories,How has the number of divorces for Swiss couples changed from 1990 to 2000?,"SELECT year, SUM(amount) as total
FROM divorces_duration_of_marriage_citizenship_categories WHERE year BETWEEN 1990 AND 2000
  AND duration_of_marriage = 'Duration of marriage - total'
  AND citizenship_category_husband = 'Switzerland'
  AND citizenship_category_wife = 'Switzerland'
GROUP BY year
ORDER BY year;","SELECT year, amount
FROM experiment.divorces_duration_of_marriage_citizenship_categories
WHERE citizenship_category_husband = 'Switzerland' AND citizenship_category_wife = 'Switzerland'
AND year >= 1990 AND year <= 2000","[(1990, 23111), (1991, 23480), (1992, 28378), (1993, 27677), (1994, 27557), (1995, 30008), (1996, 41138), (1997, 46552), (1998, 46965), (1999, 53341)]","[(1990, 1), (1991, 0), (1995, None), (1990, 0), (1994, 0), (1993, 0), (1996, 0), (1991, 0), (1994, 0), (1998, 0)]",False,False,False,hard,en,4.606120925862342
divorces_duration_of_marriage_citizenship_categories,Which municipality had the highest number of divorces in 1995 between Swiss couples?,"SELECT su.name, d.year, SUM(d.amount) as total_divorces
FROM divorces_duration_of_marriage_citizenship_categories AS d
JOIN spatial_unit AS su ON d.spatialunit_uid = su.spatialunit_uid
WHERE d.year = 1995
  AND su.spatialunit_uid LIKE '%_A.ADM3'
  AND d.duration_of_marriage = 'Duration of marriage - total'
  AND d.citizenship_category_husband = 'Switzerland'
  AND d.citizenship_category_wife = 'Switzerland'
GROUP BY su.name, d.year
ORDER BY total_divorces DESC
LIMIT 1;","SELECT spatialunit_uid
FROM experiment.divorces_duration_of_marriage_citizenship_categories
WHERE year = 1995
AND citizenship_category_husband = 'Switzerland'
AND citizenship_category_wife = 'Switzerland'
ORDER BY amount DESC
LIMIT 1;","[('Zürich', 1995, 618)]","[('1405_A.ADM2',)]",False,False,False,unknown,en,8.285707721021026
marriage_citizenship,"Give me the average number of marriages at the canton level in 2001, where both the husband and wife are citizens of Swiss?","SELECT  AVG(T1.amount)  FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True' AND T1.year = 2001  AND T1.citizenship_category_husband = 'Switzerland' AND  T1.citizenship_category_wife = 'Switzerland';","SELECT AVG(amount) 
FROM experiment.marriage_citizenship 
JOIN experiment.spatial_unit ON experiment.marriage_citizenship.spatialunit_uid = experiment.spatial_unit.spatialunit_uid 
WHERE year = 2001 
AND citizenship_category_husband = 'Switzerland' 
AND citizenship_category_wife = 'Switzerland' 
AND canton = true","[(Decimal('767.0384615384615385'),)]","[(Decimal('767.0384615384615385'),)]",True,True,True,medium,en,6.411812984850258
marriage_citizenship,"Give me the minimum , maximum and average number of marriages at the municipal level in 2011, where both the husband and wife are citizens of foreign countries?","SELECT  MIN(T1.amount),Max(T1.amount),AVG(T1.amount)  FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2011  AND T1.citizenship_category_husband = 'Foreign country' AND  T1.citizenship_category_wife = 'Foreign country';","SELECT MIN(amount) AS minimum, MAX(amount) AS maximum, AVG(amount) AS average
FROM experiment.marriage_citizenship mc
JOIN experiment.spatial_unit su ON mc.spatialunit_uid = su.spatialunit_uid
WHERE year = 2011
AND citizenship_category_husband = 'Foreign country'
AND citizenship_category_wife = 'Foreign country'
AND su.municipal = true","[(0, 540, Decimal('2.6014794267221452'))]","[(0, 540, Decimal('2.6014794267221452'))]",True,True,True,hard,en,7.005465405993164
marriage_citizenship,"In 2006, what were the top 10 cantons with the highest number of marriages where the grooms were Swiss nationals?","SELECT  T2.name, T2.spatialunit_ontology,T1.year, T1.amount   FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True' AND T1.year = 2012  AND T1.citizenship_category_husband = 'Switzerland' AND  T1.citizenship_category_wife = 'Citizenship of wife - total'
ORDER BY T1.amount DESC
LIMIT 10;","SELECT spatialunit_uid, COUNT(*) AS num_marriages
FROM experiment.marriage_citizenship
WHERE year = 2006 AND citizenship_category_husband = 'Switzerland'
GROUP BY spatialunit_uid
ORDER BY num_marriages DESC
LIMIT 10;","[('Canton of Zurich', 'Canton', 2012, 5906), ('Canton of Bern', 'Canton', 2012, 3948), ('Canton Aargau', 'Canton', 2012, 2246), ('Canton Vaud', 'Canton', 2012, 2232), ('Canton of St. Gallen', 'Canton', 2012, 1907), ('Canton of Lucerne', 'Canton', 2012, 1571), ('Canton Geneva', 'Canton', 2012, 1402), ('Canton Valais', 'Canton', 2012, 1189), ('Canton of Fribourg', 'Canton', 2012, 1111), ('Canton Ticino', 'Canton', 2012, 1096)]","[('303_A.ADM3', 3), ('2914_A.ADM3', 3), ('980_A.ADM3', 3), ('4140_A.ADM3', 3), ('5804_A.ADM3', 3), ('3374_A.ADM3', 3), ('4002_A.ADM3', 3), ('2035_A.ADM3', 3), ('6609_A.ADM3', 3), ('615_A.ADM3', 3)]",False,False,False,extra,en,7.542940907878801
marriage_citizenship,Which canton has the highest number of marriages between Swiss women and Swiss men on 2018?,"SELECT  T2.name,T1.citizenship_category_wife,T1.citizenship_category_husband,T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' and T1.year = 2018 and T1.citizenship_category_husband = 'Switzerland' and T1.citizenship_category_wife = 'Switzerland'
ORDER BY  T1.amount DESC
LIMIT 1;","SELECT spatialunit_uid
FROM experiment.marriage_citizenship
WHERE year = 2018
AND citizenship_category_husband = 'Switzerland'
AND citizenship_category_wife = 'Switzerland'
GROUP BY spatialunit_uid
ORDER BY COUNT(*) DESC
LIMIT 1;","[('Zürich', 'Switzerland', 'Switzerland', 2018, 920)]","[('0_CH',)]",False,False,False,extra,en,4.977875903947279
marriage_citizenship,What are the top five municipalities with the highest number of marriages between Swiss men and foreign women in the year 2018?,"SELECT T2.name, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.municipal = 'True' AND T1.year = 2018 AND T1.citizenship_category_husband = 'Foreign country' and T1.citizenship_category_wife = 'Switzerland'
ORDER BY T1.amount DESC
LIMIT 5;","SELECT spatialunit_uid, amount
FROM experiment.marriage_citizenship
WHERE year = 2018 AND citizenship_category_husband = 'Switzerland' AND citizenship_category_wife = 'Foreign country'
ORDER BY amount DESC
LIMIT 5;","[('Zürich', 'Foreign country', 'Switzerland', 508), ('Genève', 'Foreign country', 'Switzerland', 233), ('Basel', 'Foreign country', 'Switzerland', 200), ('Bern', 'Foreign country', 'Switzerland', 154), ('Lausanne', 'Foreign country', 'Switzerland', 145)]","[('0_CH', 7920), ('1_A.ADM1', 1829), ('2_A.ADM1', 767), ('22_A.ADM1', 714), ('261_A.ADM3', 633)]",False,False,False,extra,en,9.227657489012929
marriage_citizenship,"In 2012, how many marriages took place in the District of Affoltern, categorized by the citizenships of the wives and husbands involved?","SELECT T2.name,T1.citizenship_category_husband ,T1.citizenship_category_wife , T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.district = 'True' AND T1.year = 2010  AND T2.name ilike '%Affoltern%' AND T1.citizenship_category_wife != 'Citizenship of wife - total' and T1.citizenship_category_husband != 'Citizenship of husband - total';","SELECT 
    citizenship_category_husband,
    citizenship_category_wife,
    SUM(amount) AS total_marriages
FROM 
    experiment.marriage_citizenship mc
JOIN 
    experiment.spatial_unit su ON mc.spatialunit_uid = su.spatialunit_uid
WHERE 
    su.name = 'Affoltern' AND su.district = true AND mc.year = 2012
GROUP BY 
    citizenship_category_husband,
    citizenship_category_wife;","[('Bezirk Affoltern', 'Foreign country', 'Foreign country', 27), ('Bezirk Affoltern', 'Switzerland', 'Switzerland', 160), ('Bezirk Affoltern', 'Switzerland', 'Foreign country', 43), ('Bezirk Affoltern', 'Foreign country', 'Switzerland', 43)]",[],False,False,False,hard,en,7.195692128967494
marriage_citizenship,How many marriages occurred in Reiden in 1999 with a wife who held Swiss citizenship?,"SELECT  T1.citizenship_category_wife, T2.name,T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.name ilike  '%Reiden%' and T1.year = 1999 and T1.citizenship_category_wife = 'Switzerland' and T1.citizenship_category_husband = 'Citizenship of husband - total';","SELECT COUNT(*) 
FROM experiment.marriage_citizenship mc
JOIN experiment.spatial_unit su ON mc.spatialunit_uid = su.spatialunit_uid
WHERE su.name = 'Reiden' AND mc.year = 1999 AND mc.citizenship_category_wife = 'Switzerland'","[('Switzerland', 'Reiden', 1999, 24)]","[(3,)]",False,False,False,hard,en,8.053314008982852
marriage_citizenship,In which year did the Canton of Bern have the highest number of marriages between Swiss citizens and foreigners?,"SELECT UN.year, UN.citizenship_category_husband, UN.citizenship_category_wife, UN.amount FROM
(SELECT T2.name, T1.year, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.canton = 'True' AND T2.name  ilike '%Bern%'  AND T1.citizenship_category_wife = 'Switzerland' AND T1.citizenship_category_husband = 'Foreign country'
UNION ALL
SELECT T2.name, T1.year, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.canton = 'True' AND T2.name  ilike '%Bern%'  AND T1.citizenship_category_wife = 'Foreign country' AND T1.citizenship_category_husband = 'Switzerland') AS UN
ORDER BY UN.amount DESC
LIMIT 1;","SELECT year
FROM experiment.marriage_citizenship
WHERE citizenship_category_husband = 'Switzerland' 
    AND citizenship_category_wife = 'Foreign country'
    AND spatialunit_uid IN (
        SELECT spatialunit_uid
        FROM experiment.spatial_unit
        WHERE name = 'Bern'
            AND canton = true
    )
ORDER BY amount DESC
LIMIT 1;","[(2007, 'Switzerland', 'Foreign country', 896)]",[],False,False,False,unknown,en,7.350415040040389
resident_population_birthplace_citizenship_type,"What was the total population count in each canton , considering both non-permanent and permanent residents on the year of 2018?","SELECT T1.year, T2.name, T1.population_type, T1.place_of_birth, T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True'  AND T1.year = 2018 AND T1.place_of_birth = 'Place of birth - total' AND T1.citizenship = 'Citizenship - total'
ORDER BY  T1.amount DESC;","SELECT su.name, SUM(rp.amount) AS total_population
FROM experiment.resident_population_birthplace_citizenship_type rp
JOIN experiment.spatial_unit su ON rp.spatialunit_uid = su.spatialunit_uid
WHERE rp.year = 2018
AND rp.population_type IN ('Non permanent resident population', 'Permanent resident population')
AND su.canton = true
GROUP BY su.name;","[(2018, 'Canton of Zurich', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 1520968), (2018, 'Canton of Bern', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 1034977), (2018, 'Canton Vaud', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 799145), (2018, 'Canton Aargau', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 678207), (2018, 'Canton of St. Gallen', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 507697), (2018, 'Canton Geneva', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 499480), (2018, 'Canton of Lucerne', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 409557), (2018, 'Canton Ticino', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 353343), (2018, 'Canton Valais', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 343955), (2018, 'Canton of Fribourg', 'Permanent resident population', 'Place of birth - total', 'Citizenship - total', 318714)]","[('Canton Aargau', 2732148), ('Canton Geneva', 2013116), ('Canton Graubünden', 823072), ('Canton Jura', 294556), ('Canton Neuchâtel', 712212), ('Canton Thurgau', 1113356), ('Canton Ticino', 1423616), ('Canton Valais', 1407544), ('Canton Vaud', 3231504), ('Canton of Appenzell Ausserrhoden', 221420)]",False,False,False,hard,en,6.083311499794945
resident_population_birthplace_citizenship_type,How many people who were born in Switzerland did not possess permanent residency status by 2015? List by citizenship,"SELECT T1.year, T1.population_type,T1.place_of_birth, T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True'  AND T1.year = 2015 AND T1.population_type = 'Non permanent resident population' AND T1.place_of_birth = 'Switzerland' AND T1.citizenship != 'Citizenship - total';","SELECT citizenship, SUM(amount) AS total_people
FROM experiment.resident_population_birthplace_citizenship_type
WHERE place_of_birth = 'Switzerland' AND population_type = 'Non permanent resident population' AND year <= 2015
GROUP BY citizenship","[(2015, 'Non permanent resident population', 'Switzerland', 'Sri Lanka', 23), (2015, 'Non permanent resident population', 'Switzerland', 'Palestine', 0), (2015, 'Non permanent resident population', 'Switzerland', 'Eswatini', 0), (2015, 'Non permanent resident population', 'Switzerland', 'Mongolia', 3), (2015, 'Non permanent resident population', 'Switzerland', 'Malta', 0), (2015, 'Non permanent resident population', 'Switzerland', 'Cambodia', 0), (2015, 'Non permanent resident population', 'Switzerland', 'China', 13), (2015, 'Non permanent resident population', 'Switzerland', 'Armenia', 3), (2015, 'Non permanent resident population', 'Switzerland', 'Yemen', 2), (2015, 'Non permanent resident population', 'Switzerland', 'Madagascar', 0)]","[('Afghanistan', 611), ('Albania', 91), ('Algeria', 142), ('Andorra', 0), ('Angola', 451), ('Antigua and Barbuda', 0), ('Argentina', 16), ('Armenia', 72), ('Australia', 66), ('Austria', 299)]",False,False,False,extra,en,4.637575527885929
resident_population_birthplace_citizenship_type,How many individuals with Swiss permanent residency were born within the country's borders on 2006?,"SELECT T1.year,T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2019 AND T1.population_type = 'Permanent resident population' AND T1.place_of_birth = 'Switzerland' AND T1.citizenship = 'Citizenship - total';","SELECT COUNT(*) 
FROM experiment.resident_population_birthplace_citizenship_type 
WHERE population_type = 'Permanent resident population' 
AND place_of_birth = 'Switzerland' 
AND year = 2006","[(2019, 'Permanent resident population', 'Switzerland', 'Citizenship - total', 6015994)]","[(0,)]",False,False,False,extra,en,7.602736352942884
